DAY_DATE,MASKED_CUSTOMER_ID,VARIANT_ID,BUSINESS_AREA_NAME,PRODUCT_GROUP_NAME,STYLE_NAME,COLOUR_GROUP,SIZE_DESC
2025-05-02,35,30055237324,Womens Wear,T-Shirt,T shirt Livia,Red,L
2025-05-03,23,30066573658,Womens Wear,Hair Items,Scrunchie embroidery anglais,White,0
2025-05-03,55,30053810080,Womens Wear,Trousers,Trousers Bella linen mix,Black,44
2025-05-03,55,30053947780,Womens Wear,Trousers,Trousers Bella linen mix cropp,Green,44
2025-07-23,63,30067485915,Womens Wear,Blouse,Blouse Millan,Yellow,XL
2025-07-23,63,30057750300,Womens Wear,Shirt,Shirt Noomi,White,XL
2025-07-23,63,30057840300,Womens Wear,Skirt,Skirt Fiona,White,L
2025-07-23,63,30051020070,Womens Wear,Dress,Dress Amaris,White,XL/XXL
2025-07-23,63,85980080070,Womens Wear,Biker,Leggings Sally lace short,White,L
2025-07-23,71,30071700080,Womens Wear,Trousers,Trousers Livia,Black,M
2025-07-23,71,30071700080,Womens Wear,Trousers,Trousers Livia,Black,S
2025-07-23,71,30048700080,Womens Wear,Trousers,Trouser Dahlia knit,Black,S
2025-07-23,71,30035990080,Womens Wear,Skirt,Skirt Ray,Black,XS
2025-01-18,36,30026393656,Womens Wear,Cardigan,Cardigan Alexa,Grey,XS
2024-10-19,72,30007990145,Womens Wear,Sweatshirt,Sweatshirt Chloe,Grey,XS
2024-10-23,42,30043420080,Womens Wear,Dress,Dress Misan,Black,XXL
2024-10-24,56,30035850080,Womens Wear,Dress,Dress Ada,Black,S
2024-10-24,56,30044200010,Womens Wear,Earrings,Earring cuff w waterfall,Metallics,0
2025-01-27,56,81935120791,Womens Wear,Jeans,Trousers denim Jackie retro bl,Blank,40
2025-01-27,56,30061607862,Womens Wear,Top,Top Othella,White,S
2025-05-16,92,30066570600,Womens Wear,Hair Items,Scrunchie embroidery anglais,Red,0
2025-05-16,74,30045900300,Womens Wear,Top,Tank top Nelly,White,S
2025-05-16,70,30073940080,Womens Wear,Top,Top Fiona sleeveless,Black,M
2025-05-16,70,30062388592,Womens Wear,Blouse,Blouse Mila,Beige,S
2025-05-17,90,30051162023,Womens Wear,Shirt,Shirt Magdalena Linen blend,Blue,XS
2025-05-17,90,30010411480,Womens Wear,Top,Tank top Tyra,White,XS
2025-05-17,90,30045900300,Womens Wear,Top,Tank top Nelly,White,S
2025-05-17,90,30057290080,Womens Wear,Shorts,Shorts Maria,Black,34
2025-05-17,90,30046167343,Womens Wear,Top,Top Nell,Blue,XS
2025-05-17,90,30063222521,Womens Wear,Cardigan,Cardigan Tindra,Blue,S
2025-08-01,48,30044080766,Womens Wear,Jeans,Trousers denim Betty lt blue,Blue,38
2025-08-01,71,30041539608,Womens Wear,Jeans,Trousers denim Hanna long lt g,Grey,38
2025-08-01,71,30019720080,Womens Wear,Trousers,Trouser Charlotte,Black,36
2025-05-17,90,30057290080,Womens Wear,Shorts,Shorts Maria,Black,36
2025-05-17,90,30048190080,Womens Wear,Top,Tank Top Priscilla knit,Black,S
2025-05-17,90,30058218467,Womens Wear,Top,Top Mira sleeveless,Blue,XS
2025-05-17,90,30046169606,Womens Wear,Top,Top Nell,White,XS
2025-05-18,11,30051164855,Womens Wear,Shirt,Shirt Magdalena Linen blend,Lilac,S
2025-05-18,67,30010277403,Womens Wear,Dress,Dress Leila,Beige,S
2025-05-20,42,30057377424,Womens Wear,Shirt,Shirt Amina,Blue,XL
2025-05-20,42,30061970080,Womens Wear,Shorts,Shorts Amina,Black,XXL
2025-05-20,42,30061977424,Womens Wear,Shorts,Shorts Amina,Blue,XXL
2025-05-20,42,30057370080,Womens Wear,Shirt,Shirt Amina,Black,XL
2025-05-20,42,30057370080,Womens Wear,Shirt,Shirt Amina,Black,XXL
2025-05-20,42,30057377424,Womens Wear,Shirt,Shirt Amina,Blue,XXL
2025-02-02,63,30042959609,Womens Wear,Dress,Dress Noha,Beige,XL
2025-02-02,78,30000387362,Womens Wear,Skirt,Skirt Mary,Pink,S
2025-02-02,78,30021476779,Womens Wear,Cardigan,Cardigan Vanessa,Pink,M/L
2025-02-02,78,84738070080,Womens Wear,Other Accessories, Wool Comb,Black,0
2025-02-02,63,80165230080,Womens Wear,Trousers,Trousers Lykke,Black,46
2025-02-02,23,86087410080,Womens Wear,Skirt,Skirt Maria,Black,M
2025-02-02,94,30050620300,Womens Wear,Top,Top Elise,White,L
2025-02-02,94,30040820790,Womens Wear,Skirt,Skirt Selina denim,Blue,40
2025-05-23,69,30069592521,Womens Wear,Top,Top Sigge,Blue,XL
2025-05-23,56,30068800080,Womens Wear,Shorts,Shorts Lea long,Black,38
2025-05-23,56,30059880070,Womens Wear,T-Shirt,T shirt Ella v neck,White,L
2025-05-23,56,30059887424,Womens Wear,T-Shirt,T shirt Ella v neck,Blue,M
2025-05-23,56,79782597343,Womens Wear,Top,Top Pacific,Blue,XL
2025-05-23,56,30056110080,Womens Wear,Indoor Blazer/Jacket,Blazer Lea,Black,M
2025-05-23,92,86818257862,Womens Wear,Umbrella ,Umbrella fashion,White,0
2025-05-23,63,30046010080,Womens Wear,Jeans,Trousers denim capri black,Black,46
2025-05-23,56,79782597763,Womens Wear,Top,Top Pacific,Blue,XL
2025-05-25,87,30066340080,Womens Wear,Dress,Dress Emilia,Black,S
2025-05-25,87,30065300080,Womens Wear,Belt,Belt PU 2cm w shaped buckle,Black,M
2025-05-25,67,30065728642,Womens Wear,Top,Top Wilma,Pink,M
2025-05-25,67,30046500070,Womens Wear,T-Shirt,Tshirt Lonnie,White,L
2025-05-25,34,30052769606,Womens Wear,Indoor Blazer/Jacket,Blazer Amelie,White,S
2025-05-25,16,79782597343,Womens Wear,Top,Top Pacific,Blue,M
2025-05-25,16,30005888467,Womens Wear,Shirt,Shirt Becky,Blue,42
2025-05-25,16,79782597763,Womens Wear,Top,Top Pacific,Blue,M
2024-11-09,42,30043420080,Womens Wear,Dress,Dress Misan,Black,XXL
2025-05-27,52,30065006994,Womens Wear,Skirt,Skirt Lissi,White,M
2025-08-13,70,30065002150,Womens Wear,Skirt,Skirt Lissi,Blue,M
2025-08-13,54,30057971349,Womens Wear,Blouse,Blouse Lovisa,Blue,S/M
2025-02-16,36,84061230080,Womens Wear,Trousers,Trousers Tova five pocket,Black,36
2025-02-16,96,30044760822,Womens Wear,Outdoor Coat/Jacket,Jacket Biona,Blue,S
2025-02-16,96,30045900300,Womens Wear,Top,Tank top Nelly,White,M
2025-02-16,96,30045380822,Womens Wear,Outdoor Coat/Jacket,Jacket Arlene,Blue,S
2025-02-16,4,84827260080,Womens Wear,Belt,Belt classic Lady 1 5cm,Black,L
2025-02-16,4,84827261605,Womens Wear,Belt,Belt classic Lady 1 5cm,Beige,L
2025-02-16,4,30050191418,Womens Wear,Sweater,Sweater Meja,White,L
2025-02-16,80,30045900300,Womens Wear,Top,Tank top Nelly,White,L
2025-02-16,80,30043450791,Womens Wear,Jeans,Trousers denim wide patch mid,Blank,40
2025-02-16,80,30039536838,Womens Wear,Blouse,Blouse Sigrid,Blue,L
2025-02-16,4,30016788522,Womens Wear,Outdoor Coat/Jacket,Coat Amira Puffer,Green,L
2025-02-16,36,30041250300,Womens Wear,Top,Top Tara,White,XS
2024-11-13,28,30034891418,Womens Wear,Cardigan,Cardigan Ebba,White,M
2024-11-13,63,30020899614,Womens Wear,Skirt,Skirt Tuva,Blue,44
2025-08-15,63,30062149614,Womens Wear,Shorts,Shorts Ella,Blue,L
2025-08-15,63,30071642521,Womens Wear,Top,Top Pike Jos,Blue,XL
2025-08-15,81,30011800791,Womens Wear,Jeans,Trousers denim Hanna retro blu,Blank,38
2025-05-31,56,30035300250,Womens Wear,Earrings,Earrings petals on hoop,Brown,0
2025-05-31,56,30079440010,Womens Wear,Earrings,Earrings hoop 3 p,Metallics,0
2025-05-31,56,30068316983,Womens Wear,Trousers,Trouser Harem,Red,S
2025-05-31,15,86016840080,Womens Wear,Trousers,Trousers Noor,Black,38
2025-06-01,18,30063977488,Womens Wear,Sweater,Sweater Ezra,White,M
2025-06-01,77,75755742150,Womens Wear,Sweater,Sweater Taylor,Blue,L
2025-06-01,69,30057370080,Womens Wear,Shirt,Shirt Amina,Black,M
2025-06-01,18,30062787488,Womens Wear,Dress,Dress Eddie,White,XS
2025-06-01,67,30056110080,Womens Wear,Indoor Blazer/Jacket,Blazer Lea,Black,S
2025-06-01,67,30057470080,Womens Wear,Shorts,Shorts Mirjam,Black,XS
2025-06-01,67,30057290080,Womens Wear,Shorts,Shorts Maria,Black,34
2025-06-01,67,30066724159,Womens Wear,Dress,Dress Diana,Red,S
2025-06-01,67,30069240080,Womens Wear,Belt,Belt leather 2cm new buckle,Black,S
2025-06-01,50,30021950080,Womens Wear,Indoor Blazer/Jacket,Jacket Cleo,Black,L
2025-06-01,50,30051160070,Womens Wear,Shirt,Shirt Magdalena Linen blend,White,L
2025-06-01,67,30068770080,Womens Wear,Skirt,Skirt Dagny,Black,XS
2025-06-01,67,30010419618,Womens Wear,Top,Tank top Tyra,Brown,XS
2025-06-01,67,30062117362,Womens Wear,Shorts,Shorts Mirjam seersucker,Pink,S
2025-06-01,50,30061377955,Womens Wear,Trousers,Trousers Dayjama,Pink,L
2025-06-02,55,30076408710,Womens Wear,Belt,Belt wide curved,Brown,S
2025-06-02,55,30066990020,Womens Wear,Earrings,Earrings cut out flower pendan,Metallics,0
2025-06-02,55,30059887424,Womens Wear,T-Shirt,T shirt Ella v neck,Blue,M
2025-08-19,54,86364900080,Womens Wear,Dress,Dress Jana,Black,M
2025-08-19,54,30019769613,Womens Wear,Dress,Dress Bea,Lilac,S
2025-08-19,54,30075019616,Womens Wear,Cardigan,Cardigan Celine,Turquoise,L
2025-08-19,65,30062862150,Womens Wear,Dress,Dress Marika,Blue,S
2025-06-06,59,30080370020,Womens Wear,Hair Items,Hairgrip metal mini flower 2 p,Metallics,0
2025-06-06,8,30067456963,Womens Wear,Cardigan,Cardigan Siri,Pink,S
2025-06-06,8,30070019619,Womens Wear,Indoor Vest,Vest Elisa,Pink,S
2025-06-06,8,30070009619,Womens Wear,Skirt,Skirt Elisa,Pink,S
2025-06-06,8,83266635976,Womens Wear,Top,T shirt Erica Basic cotton,Blue,S
2025-06-06,20,30043885601,Womens Wear,Top,Top Love,Green,M
2025-06-06,20,30065726983,Womens Wear,Top,Top Wilma,Red,M
2025-06-06,48,30058570791,Womens Wear,Headgear,Cap Denim,Blank,0
2025-06-06,8,30050625976,Womens Wear,Top,Top Elise,Blue,M
2025-08-23,90,30062520010,Womens Wear,Earrings,Earrings globe 2cm,Metallics,0
2025-08-23,90,30062420010,Womens Wear,Earrings,Earrings metal flower,Metallics,0
2025-06-07,63,30046010080,Womens Wear,Jeans,Trousers denim capri black,Black,44
2025-06-07,10,30047202521,Womens Wear,Dress,Dress Anya,Blue,L
2025-06-07,10,30062335818,Womens Wear,Dress,Dress Lynn,Green,M
2025-06-07,59,30021040250,Womens Wear,Hair Items,Hairgrip basic mini 3 p,Brown,0
2025-06-07,59,30080360020,Womens Wear,Hair Items,Hairgrip metal shell,Metallics,0
2025-06-07,59,30080370020,Womens Wear,Hair Items,Hairgrip metal mini flower 2 p,Metallics,0
2025-06-07,21,30069359609,Womens Wear,Belt,Belt elastic straw w round buc,Beige,M/L
2025-06-07,21,30066636719,Womens Wear,Dress,Shirt dress Verona,Blue,M
2025-06-07,21,30066636719,Womens Wear,Dress,Shirt dress Verona,Blue,M
2025-06-07,46,76849952150,Womens Wear,Top,Top Natalie Color,Blue,S
2024-11-28,56,30036230146,Womens Wear,Headgear,Beanie Petra soft yarn 2x2rib,Grey,0
2024-11-28,56,30027610080,Womens Wear,Indoor Blazer/Jacket,Blazer Mia tweed,Black,L
2024-11-28,56,30027059614,Womens Wear,Trousers,Trousers George pinstripe,Blue,40
2024-11-28,56,30027059614,Womens Wear,Trousers,Trousers George pinstripe,Blue,38
2024-11-28,28,30028879805,Womens Wear,Headgear,Balaclava,Beige,0
2024-11-28,28,83626825272,Womens Wear,Camisole/Undershirt,Top merino wool LS,Blue,M
2024-11-28,28,30046880070,Womens Wear,T-Shirt,T shirt Juline,White,S
2024-11-28,28,30046880070,Womens Wear,T-Shirt,T shirt Juline,White,S
2024-11-28,56,30031870080,Womens Wear,Trousers,Trousers Felicia,Black,40
2025-03-08,66,30020950080,Womens Wear,Clothing Roll,Clothing Brush Magic,Black,0
2025-03-09,89,30069240080,Womens Wear,Belt,Belt leather 2cm new buckle,Black,M
2024-11-29,87,30044837291,Womens Wear,Sweater,Sweater Linnea,Brown,M
2024-11-29,87,30016030300,Womens Wear,Top,Top Nora,White,M
2024-11-29,87,30000479805,Womens Wear,Cardigan,Cardigan Mia,Beige,M
2025-06-12,92,30068037862,Womens Wear,Blouse,Blouse Selena,White,M
2025-03-14,54,30022180080,Womens Wear,Dress,Dress Ally,Black,L
2025-03-14,54,30024497320,Womens Wear,Cardigan,Cardigan Ida,Beige,M
2025-03-14,38,30066561180,Womens Wear,Hair Items,Hairgrip bubbles,White,0
2025-06-18,44,30022357403,Womens Wear,Dress,Dress Lisa MOM,Beige,L
2025-06-18,44,30052340080,Womens Wear,Outdoor Coat/Jacket,Jacket Varsity,Black,M
2025-06-18,44,30016527372,Womens Wear,Cardigan,Cardigan  Melony,Blue,M
2025-06-19,24,77778210080,Womens Wear,Cardigan,Cardigan Anna Black,Black,M
2025-06-19,24,77778210080,Womens Wear,Cardigan,Cardigan Anna Black,Black,S
2025-06-19,24,30052966902,Womens Wear,Cardigan,Cardigan Cristine,Beige,XS
2025-06-19,24,30005880300,Womens Wear,Shirt,Shirt Becky,White,38
2025-06-19,24,30074890080,Womens Wear,Cardigan,Cardigan Mila,Black,M
2025-06-19,24,30074890080,Womens Wear,Cardigan,Cardigan Mila,Black,S
2024-12-11,56,30011520080,Womens Wear,Top,Top Wanda wool blend,Black,S
2024-12-11,80,30031570822,Womens Wear,Jeans,Trousers denim wide long patch,Blue,42
2024-12-11,56,30040850791,Womens Wear,Shirt,Shirt Gunhild Denim,Blank,S
2025-06-24,92,30054690080,Womens Wear,Skirt,Skirt Mollie,Black,S
2025-06-24,92,30008540080,Womens Wear,Blouse,Camisole Hillevi linen,Black,XS
2025-06-24,67,30052769606,Womens Wear,Indoor Blazer/Jacket,Blazer Amelie,White,M
2025-06-24,44,30052157862,Womens Wear,Skirt,Skirt Regina,White,XL
2025-06-24,44,30051267862,Womens Wear,Blouse,Blouse Regina,White,L
2025-06-24,36,30062765818,Womens Wear,Dress,Dress Beata,Green,XS
2025-06-24,36,30060678668,Womens Wear,Dress,Dress Olivia,Red,XS
2025-06-24,36,30060678668,Womens Wear,Dress,Dress Olivia,Red,S
2025-03-27,8,30002920791,Womens Wear,Dress,Dress Nico denim,Blank,S
2025-03-27,59,30035270020,Womens Wear,Necklace,Necklace coins,Metallics,0
2025-03-27,70,30044800822,Womens Wear,Jeans,Trousers Karen cropped rinse b,Blue,40
2025-06-24,31,86087410080,Womens Wear,Skirt,Skirt Maria,Black,L
2025-06-24,31,30046117403,Womens Wear,T-Shirt,Tshirt Leo,Beige,M
2025-06-24,44,30067740070,Womens Wear,T-Shirt,Tshirt Jolene,White,M
2025-06-24,44,30067221236,Womens Wear,Sweatshirt,Sweatshirt Lissi,Yellow,L
2025-06-24,44,30079646729,Womens Wear,Shorts,Shorts Liza,Yellow,L
2025-06-24,36,30062335818,Womens Wear,Dress,Dress Lynn,Green,XS
2025-06-25,67,30039840020,Womens Wear,Earrings,Earrings hoop irregular shape,Metallics,0
2025-06-25,67,30046501459,Womens Wear,T-Shirt,Tshirt Lonnie,Pink,S
2025-06-25,67,30052134114,Womens Wear,Skirt,Skirt Jill,Blue,S
2025-06-25,67,30073492772,Womens Wear,Bracelet,Bracelet elastic mixed beads,Pink,0
2025-06-25,67,30075480020,Womens Wear,Bracelet,Bracelet chain w rhine sea sta,Metallics,0
2024-12-02,67,30007540080,Womens Wear,Shorts,Shorts Celine,Black,S
2024-12-02,67,30011707862,Womens Wear,Shorts,Shorts denim Louise ecru,White,34
2024-12-02,82,30040530080,Womens Wear,Bag,Bag Party Metal mesh,Black,0
2024-12-02,82,30021949609,Womens Wear,Sweater,Sweater Mohair blend Camille,Beige,M
2024-12-02,82,30038450790,Womens Wear,Shirt,Shirt Desire,Blue,M
2024-12-02,69,30020980080,Womens Wear,Hair Items,Soft hair elastics 5 pack,Black,0
2024-12-02,92,30036639609,Womens Wear,Trousers,Trousers denim straight reg wa,Beige,40
2024-12-02,92,30045292659,Womens Wear,Skirt,Skirt Leony,Beige,M
2024-12-02,92,30013209618,Womens Wear,Sweater,Sweater Rosalie wool,Brown,M
2024-12-03,28,30035292772,Womens Wear,Hair Items,Hairgrip rounded matte,Pink,0
2024-12-07,46,30028350010,Womens Wear,Gloves Knitted,Mitten reflective,Metallics,0
2024-12-07,57,30021479586,Womens Wear,Cardigan,Cardigan Vanessa,Red,XS/S
2024-12-07,56,30031870080,Womens Wear,Trousers,Trousers Felicia,Black,40
2025-03-20,21,30069000010,Womens Wear,Earrings,Earrings leaves,Metallics,0
2025-03-20,25,30017150080,Womens Wear,Jeans,Trousers denim superwide grey,Black,40
2025-09-08,10,30073047268,Womens Wear,Dress,Dress Brianna,Lilac,M
2025-09-09,32,30000570080,Womens Wear,Trousers,Trousers Penny,Black,M
2025-09-09,56,30079269608,Womens Wear,Indoor Blazer/Jacket,Blazer George pinstripe,Grey,S
2025-09-09,56,30070559608,Womens Wear,Jeans,Trousers denim Peggy grey,Grey,40
2025-09-09,63,30075810141,Womens Wear,Jeans,Trousers denim Nea black,Grey,44
2024-09-14,6,30007300080,Womens Wear,Top,Top Rino,Black,M
2024-09-14,6,30017927291,Womens Wear,Cardigan,Cardigan Ulla,Brown,XS/S
2024-09-14,24,30008740300,Womens Wear,Top,Top Lina,White,M
2024-09-14,24,30013070300,Womens Wear,Sweater,Sweater Nova,White,S
2024-09-14,24,30013159609,Womens Wear,Cardigan,Cardigan Ulle Wool,Beige,S
2024-09-14,24,30034735601,Womens Wear,Top,Top Marina,Green,S
2024-09-14,24,30031659917,Womens Wear,Cardigan,Cardigan Yara mohair blend,Beige,S
2024-09-14,24,30004740300,Womens Wear,Top,Top Thea knitted,White,M
2024-09-14,24,30001206902,Womens Wear,Top,Top Tuva,Beige,S
